"Nom du lieu ou du projet";"Fiche agence liée";"Titre affiché";Adresse;Coordonnées;"Interior Designers";"Points of Interest";"Design events";"Design point of sales";"Année projet";"Description projet";"Date du vernissage";"Heure de vernissage";"Date de début de l'exposition";"Date de fin de l'exposition";"Site web du projet";"Crédits photo";"Photos du projet"
"Lina Ghotmeh—Architecture, Sara Hildén Art Museum";"Lina Ghotmeh—Architecture";"Sara Hildén Art Museum";"Laiturikatu 13, 33230 Tampere, Finland";"61.5050936, 23.7407731";;"Cultural space";;;"Design Competition";"Acting as a “city within the city” the Finlayson factory hosted a multiplicity of programs that gathered a strong community around them. Enlivening the spirit of the place and its genius loci, as well as pursuing an open dialogue into the future, Sara Hilden’s Art New Museum whispers in conversation with its surroundings. It dialogues with the history of the place to derive its own iconic and distinctive architectural identity. This project aims to offer to Sara Hildén Foundation both a functional and flexible tool to host the collection as well as a symbol of an environmentally just and frugal architecture. Efficiently built with brick and wood, both locally produced structural materials, the museum is the opportunity for the city of Tampere to unfold and recompose its industrial past into a novel future. 

Here this contemporary factory-like, house of Arts becomes a “knitting platform”. While its patterned deep red brick fa-cade sparkle in glaze, literally drawing their aesthetics from the textile patterns formerly produced by the many women working in Finlayson, the building itself represents a public platform able to “knit” its site. Moving from the generous heights of its transparent ground level — linking Finlayson palace to Tehtaan pääkonttori — into its rather iconic womb like roof, the building assembles and re-links the social, the architecture and the urban fabric. While invited to gaze at the extent of Tampere, its lakes, the extent of forest from the heights of the last floor terrace, one cannot but hear the poetic chants intertwining the built and the natural heritage into a human scale. ";;;;;https://www.sarahildenintaidemuseo.fi/en/;"© Lina Ghotmeh — Architecture";"http://map.lefrenchdesign.org/sites/default/files/photos/Sara%20Hild%C3%A8n%20Museum%20View%201%20%C2%A9%20Lina%20Ghotmeh%20%E2%80%94%20Architecture.png, http://map.lefrenchdesign.org/sites/default/files/photos/Sara%20Hild%C3%A8n%20Museum%20View%202%20%C2%A9%20Lina%20Ghotmeh%20%E2%80%94%20Architecture.png, http://map.lefrenchdesign.org/sites/default/files/photos/Sara%20Hild%C3%A8n%20Museum%20View%203%20%C2%A9%20Lina%20Ghotmeh%20%E2%80%94%20Architecture.png"
"Bismut&Bismut Cartier Genève";BISMUT&BISMUT;"Cartier Genève";"Rue du Rhône 35, 1204 Genève, Switzerland";"46.2041567, 6.1488878";;Retail;;;2022;;;;;;https://www.bismut.com/projects/cartier;;"http://map.lefrenchdesign.org/sites/default/files/photos/Salon%20VIP.png, http://map.lefrenchdesign.org/sites/default/files/photos/Staircase2.png, http://map.lefrenchdesign.org/sites/default/files/photos/Studio%201.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Studio%202b.png"
"Bismut&Bismut, Commune de Pego, Comporta";BISMUT&BISMUT;"Commune de Pego, Comporta";"Commune de Pego, Comporta, Portugal";"38.3829245, -8.7855323";;"Private residence";;;2022/2024;;;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/Lot%2040%20-%20Back.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Lot%2040%20-%20Front%20New%202.jpg"
"Atelier Pod The Arboretum Dubrovnik, CROATIA";"Atelier Pod";"The Arboretum";"Dubrovnik, CROATIA";"42.6506606, 18.0944238";;Hotel;;;"work in progress";"Master Plan, Architecture and Interior Design of a Luxury Resort of 96 Suites, 3 Restaurants, Spa, Library…";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/THE_ARBORETUM_Luxury_Bedroom.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/THE_ARBORETUM_Overview.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/THE_ARBORETUM_Pool_Bridge.jpg"
"Atelier Pod Anantara Kihavah Kihavah Huravalhi Island Baa Atoll - MALDIVES";"Atelier Pod";"Anantara Kihavah";"Kihavah Huravalhi Island Baa Atoll - MALDIVES";"5.2963016, 73.0571301";;Hotel;;;"work in progress";"Located on the Baa Atoll in a UNESCO Biosphere Reserve, the Anantara Kihavah Resort comprises the world’s largest overwater residences (80 beach and over water pool villas and residences), and only over water observatory with most powerful telescope and the longest pool of the country. The Restaurant Resort has already been awarded as Best Underwater Restaurant. Atelier Pod has been requested to redesign the overwater villas, beach villas and restaurants.";;;;;https://www.anantara.com/en/kihavah-maldives;;"http://map.lefrenchdesign.org/sites/default/files/photos/ANANTARA%20MALDIVES_01.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/ANANTARA%20MALDIVES_02.jpg"
"Atelier Pod Four Seasons Marrakech Av. de la Ménara- Marrakech, MOROCCO";"Atelier Pod";"Four Seasons Marrakech";"Av. de la Ménara- Marrakech, MOROCCO";"31.613859, -8.0166702";;Hotel;;;"work in progress";"The scope includes the renovation of the Lobby, the All day dining, the specialty restaurant and the Guestrooms and Suites, and create a new outdoor chill out lounge in the resort. Restaurant Quattro opened in 2017. Bedrooms and lobby under process.";;;;;https://www.fourseasons.com/marrakech/;;"http://map.lefrenchdesign.org/sites/default/files/photos/FS_QUATTRO_Anti%20pasti.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/FS_QUATTRO_Bar.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/FS_QUATTRO_Curtain.jpg"
"Atelier Pod Anantara Jabal Akhdar No 110, Al Jabal Al Akhdar- Nizwa, OMAN";"Atelier Pod";"Anantara Jabal Akhdar";"No 110, Al Jabal Al Akhdar- Nizwa, OMAN";"23.1856081, 57.3713879";;Hotel;;;2017;"Perched over 2,000 meters, the luxury resort has a total built-up area of 24,000m² including 115 keys, six restaurants and lounges, a signature spa and recreation facilities. The studio designed the architecture, interior design, and artworks but also the resort’s lighting design, and landscape design.. Atelier Pod won the Prix de Versailles/ UNESCO for ""Best Hotel in Africa and West Asia"", the Golden A Design Awards, and an AHEAD award for “Best Spa Resort”. The Anantara Jabal Akhdar was featured at the BBC ""Amazing Hotels"", the Paris Première ""Les hôtels les plus incroyables du monde"" and national french TV news France 2.";;;;;https://www.anantara.com/en/jabal-akhdar;;"http://map.lefrenchdesign.org/sites/default/files/photos/ANANTARA%20JABAL_BIRD%20VIEW.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/ANANTARA%20JABAL_SPA.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/ANANTARA%20JABAL_Villa.jpg"
"Pierre-Yves Rochon The Ritz-Carlton TianjinNo 167 Dagubei Road, Heping District, Tianjin, China, 300040";"PIERRE-YVES ROCHON";"The Ritz-Carlton Tianjin";"No 167 Dagubei Road, Heping District, Tianjin, China, 300040";"39.1212999, 117.2099999";;Hotel;;;;"The Ritz Carlton Tianjin takes the historic British Concession area in Tianjin as the starting point for its design inspiration. Reminiscent of a bygone era, the hotel’s authentic English Neoclassical interiors reflect the port city’s dual heritage, blending a classical European aesthetic with Chinese architectural and decorative elements. The public areas emphasize the fundamental principles of English Neoclassical style: balance, symmetry and proportion. The 277 guestrooms, including 53 suites, represent a modern interpretation of an English Neoclassical mansion bedroom while incorporating the latest technologies.";;;;;https://www.ritzcarlton.com/en/hotels/china/tianjin/hotel-overview;"The Ritz-Carlton Tianjin";"http://map.lefrenchdesign.org/sites/default/files/photos/The%20Ritz-Carlton%20Tianjin%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20Ritz-Carlton%20Tianjin%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20Ritz-Carlton%20Tianjin%20%283%29.jpg"
"Pierre-Yves Rochon The Savoy Hotel LondonThe Savoy, The Strand, WC2R 0EZ London";"PIERRE-YVES ROCHON";"The Savoy Hotel London";"The Savoy, The Strand, WC2R 0EZ London";"51.5101494, -0.1205205";;Hotel;;;2010;"The original Art Deco and English Edwardian aesthetics of The Savoy, the first luxury hotel in Britain in 1889, have come to life through an ambitious three-year restoration. A new winter garden is the heart of the public areas, lit naturally from within by a frosted glass dome, nestled amid a lounge, tea and chocolate shop, historic River Room, American Bar and sleek black and gold Beaufort Bar. The 268 guestrooms are uniquely styled, no two alike, integrating the latest technologies and views of the Thames River.";;;;;https://www.thesavoylondon.com/;"The Savoy Hotel";"http://map.lefrenchdesign.org/sites/default/files/photos/The%20Savoy%20Hotel%20-%20London%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20Savoy%20Hotel%20-%20London%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20Savoy%20Hotel%20-%20London%20%283%29.jpg"
"Pierre-Yves Rochon Waldorf Astoria Beverly Hills9850 Wilshire Blvd, Beverly Hills, CA 90210, United States";"PIERRE-YVES ROCHON";"Waldorf Astoria Beverly Hills";"9850 Wilshire Blvd, Beverly Hills, CA 90210, United States";"34.0669288, -118.4113018";;Hotel;;;;"The spirit of Southern California meets Old Hollywood glamour at the Waldorf Astoria Beverly Hills, newly constructed in 2017. A Streamline Moderne exterior gives way to voluminous, light-filled Art Deco interiors throughout the hotel’s public areas, two Jean-Georges Vongerichten restaurants, meeting rooms and amenity spaces. State-of-the-art technology and expansive views of surrounding landscapes from private terraces integrate seamlessly into the 119 guestrooms and 51 suites. Italian marbles, French crystal, and hand-blown glass chandeliers bring a distinctively timeless European flair to Waldorf Astoria’s first new build on the West Coast.";;;;;https://waldorfastoriabeverlyhills.com/;"Waldorf Astoria Beverly Hills";"http://map.lefrenchdesign.org/sites/default/files/photos/Waldorf%20Astoria%20Beverly%20Hills%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Waldorf%20Astoria%20Beverly%20Hills%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Waldorf%20Astoria%20Beverly%20Hills%20%283%29.jpg"
"Pierre-Yves Rochon Kronenh of Smokers' Lounge - Grand Hotel KronenhofGrand Hotel Kronenhof · Via Maistra 130 7504 Pontresina / St. Moritz · Schweiz";"PIERRE-YVES ROCHON";"Kronenhof Smokers' Lounge - Grand Hotel Kronenhof";"Grand Hotel Kronenhof · Via Maistra 130 7504 Pontresina / St. Moritz · Schweiz";"46.493499, 9.90105";;Hotel;;;2021;"Furnished with high quality materials in warm shades of green and brown, the Kronenhof Smokers' Lounge is designed in the style of an English country house library. The focus on earth tones is heavily inspired by colors present on wooded slopes in the local environment. Dark wood paneling, recessed windows, and deep green drapes transport guests to another century. Kronenhof Smokers’ Lounge features 20 seats.";;;;;https://www.kronenhof.com/en/culinary-art/bar-lobby-fumoir/;"Grand Hotel Kronenhof";"http://map.lefrenchdesign.org/sites/default/files/photos/Grand%20Hotel%20Kronenhof%20Smokers%20Lounge%20-%20Grand%20Hotel%20Kronenhof%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Grand%20Hotel%20Kronenhof%20Smokers%20Lounge%20-%20Grand%20Hotel%20Kronenhof%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Grand%20Hotel%20Kronenhof%20Smokers%20Lounge%20-%20Grand%20Hotel%20Kronenhof%20%281%29.png"
"Pierre-Yves Rochon Le Cap Hong Kong83 Lai Ping Rd, Kau To Shan, Hong Kong";"PIERRE-YVES ROCHON";"Le Cap Hong Kong";"83 Lai Ping Rd, Kau To Shan, Hong Kong";"22.4156315, 114.1998547";;"Private residence";;;;"Nestled at the peak of Kau to Shan, an unmatched panorama greets the residents of Le Cap, a newly constructed luxury residential development with houses, apartments and a clubhouse surrounded by cypress trees, bougainvillea and lavender. With views of Hong Kong’s sparkling blue sea and verdant green hills, this retreat takes its name from the sun-kissed beauty of SaintJean-Cap-Ferrat in the French Riviera. Exteriors are inspired by lush Mediterranean gardens and interiors are detailed with the timeless elegance of the 1930’s, altogether bridging the classic Art Deco period with contemporary modernism in this true urban retreat. Le Cap Residences features 29 houses and 40 apartments.";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/Le%20Cap%20Hong%20Kong%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Le%20Cap%20Hong%20Kong%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Le%20Cap%20Hong%20Kong%20%283%29.jpg"
"Pierre-Yves Rochon Les Caves de Taillevent BeirutLes Caves de Taillevent, Les Jardins de Tabaris, Beirut, Lebanon";"PIERRE-YVES ROCHON";"Les Caves de Taillevent Beirut";"Les Caves de Taillevent, Les Jardins de Tabaris, Beirut, Lebanon";"33.8912639, 35.5123201";;Retail;;;;"Following success in the French capital, Les Caves de Taillevent opened another location in Beirut as one of the most important showcases for French viticulture. It is a concept store dedicated to wine; a combination of a wine boutique with 1,600 offerings, an intimate bar, and wine academy featuring a series of classes and seminars focusing on wine, winemaking, and wine appreciation. The unique selections come from the most famous appellations to the most discreet; over an area of 500 sqm, 6,000 bottles span across three floors, offering original, uniquely found bottles scouted from vineyards all over the world. Les Caves de Taillevent features 30 seats.";;;;;https://cavesdetailleventbeirut.com/;"Les Caves de Taillevent";"http://map.lefrenchdesign.org/sites/default/files/photos/Les%20Caves%20de%20Taillevent%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Les%20Caves%20de%20Taillevent%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Les%20Caves%20de%20Taillevent%20%283%29.jpg"
"Pierre-Yves Rochon L'Osier by Shiseido Tokyo 7-5-5 Ginza, Chuo-ku, Tokyo 104-0061";"PIERRE-YVES ROCHON";"L'Osier by Shiseido Tokyo";"7-5-5 Ginza, Chuo-ku, Tokyo 104-0061";"35.6698595, 139.76134";;Restaurant/bar;;;2013;"The newest incarnation of Shiseido’s famous three-star French restaurant, L’Osier, is a masterful composition in warm whites and gold. Elegant white linens and chairs, pale yellow banquettes, and camellia-patterned gold carpets diffuse luminosity. The essence of the Shiseido brand evokes elegance, transparency, and luxury. The atmosphere is created through the perfect balance between Neo-Impressionism, Art Deco and Japonism; developed in tandem with the history of Ginza and serving as a bridge between the cities of Tokyo and Paris. L’Osier by Shiseido features 46 seats.";;;;;https://losier.shiseido.co.jp/e/;"L'Osier by Shiseido";"http://map.lefrenchdesign.org/sites/default/files/photos/L%27Osier%20by%20Shiseido%20-%20Tokyo%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/L%27Osier%20by%20Shiseido%20-%20Tokyo%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/L%27Osier%20by%20Shiseido%20-%20Tokyo%20%283%29.jpg"
"Pierre-Yves Rochon The St. Regis RomeVia Vittorio Emanuele Orlando, 3, 00185 Roma RM, Italy";"PIERRE-YVES ROCHON";"The St. Regis Rome";"Via Vittorio Emanuele Orlando, 3, 00185 Roma RM, Italy";"41.9042415, 12.4950763";;Hotel;;;;"The full-scale restoration for The St. Regis Rome includes all areas for socializing and entertaining such as the lobby, and library, as well as all of the hotel’s guest rooms and opulent suites. Elegantly layered pastel hues breathe new life into the guest rooms, while a regal palette of black and gold anchors the lobby, which is punctuated by intricate moldings, arched entry ways and fluted columns, with an abundance of natural light falling upon the cream, white and dove grey tones of the space. Materials used in the restoration, such as travertine and bronze, reference the Italian capital’s architectural heritage and traditions of fine artisanship. Magnificent sculptural busts, mosaics and objets d’art are displayed alongside plush fabrics. Aristocratic Roman patterns are further enriched by touches of deep yellow, powder blue, and noble shimmers of gold and silver. The St. Regis Rome features 138 guest rooms and 28 suites.";;;;;https://www.marriott.com/en-us/hotels/romxr-the-st-regis-rome/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0;"The St. Regis Rome";"http://map.lefrenchdesign.org/sites/default/files/photos/The%20St%20Regis%20Rome%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20St%20Regis%20Rome%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20St%20Regis%20Rome.jpg"
"Pierre-Yves Rochon The Peninsula ShanghaiThe Peninsula Shanghai, No. 32 The Bund 32 Zhongshan Dong Yi Road Shanghai 200002 The People'S Republic Of China";"PIERRE-YVES ROCHON";"The Peninsula Shanghai";"The Peninsula Shanghai, No. 32 The Bund 32 Zhongshan Dong Yi Road Shanghai 200002 The People'S Republic Of China";"31.231416, 121.473701";;Hotel;;;;"The Peninsula Shanghai interiors are a modern interpretation of the glamorous era of “The Paris of the East” – Shanghai in the 1920s and 1930s. The interiors mix materials and motifs from the Art Deco period and traditional Chinese elements, incorporating state-of-the-art technology and signature Peninsula accents. The guest rooms and suites have two distinct color palettes – celadon or cerulean blue and ivory. The rooms incorporate traditional materials used in Shanghai in the 1920s in the furniture and millwork, including mahogany and ebony woods, black St Laurent and off-white St Talino marble, black lacquer, carved glass and polished chrome. Traditional Chinese accents include hand-painted panels and fabrics. The cream marble bathrooms are accented with black and chrome details, carved opaque glass panels in the double vanities, and an intricate stylized floral hand-carved panel over the bathtub. The public areas use the celadon palette, creating continuity with the guest rooms. The dramatic and elegant double-height lobby is given definition with limestone columns and balconies from the first floor ballroom and meeting areas. The black marble floor and limestone walls are enhanced with a backlit carved-glass ceiling, spectacular chandeliers and murals running the height of the lobby. The eclectic bars and restaurants pay homage to Shanghai’s place as a center of style and commerce in the 30s, using nautical, aviation, and traditional Chinese residences as signature elements.The Peninsula Shanghai features 191 guest rooms and 44 suites.";;;;;https://www.peninsula.com/en/shanghai/5-star-luxury-hotel-bund;"The Peninsula Shanghai";"http://map.lefrenchdesign.org/sites/default/files/photos/Palace%20Suite%20Living%20Room.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Pool.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/The%20Lobby%20Day.jpg"
"Pierre-Yves Rochon Jade Signature Miami16901 Collins Ave Suite 2805, Sunny Isles Beach, FL 33160, United States";"PIERRE-YVES ROCHON";"Jade Signature Miami";"16901 Collins Ave Suite 2805, Sunny Isles Beach, FL 33160, United States";"25.932573, -80.1211962";;"Private residence";;;2017;"Rising 57 stories above Sunny Isles Beach and the sparkling blue Atlantic Ocean, PYR translates the strikingly modern architectural form of the newly constructed Jade Signature tower into a warm and welcoming interior residential experience. Colorations inspired by the sun, sand, ocean and lush greenery accent a clean white palette throughout three full floors of amenity spaces, including lounges, swimming pools, beach bar, fitness center and a full-service Tata Harper spa. Curved lines and soaring volumes celebrate the building architecture and the spirit of Miami, while intimate alcoves, midcentury modern furnishings and rich materials infuse the building with warmth and comfort.";;;;;https://www.jadesignature.com/;"Jade Signature Miami";"http://map.lefrenchdesign.org/sites/default/files/photos/Jade%20Signature%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Jade%20Signature%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Jade%20Signature%20%283%29.jpg"
"Pierre-Yves Rochon Four Seasons Bahrain BayFour Seasons Hotel Bahrain Bay, Bahrain Bay, P.O. Box 1669, Manama, Bahrain";"PIERRE-YVES ROCHON";"Four Seasons Bahrain Bay";"Four Seasons Hotel Bahrain Bay, Bahrain Bay, P.O. Box 1669, Manama, Bahrain";"26.247101, 50.5820554";;Hotel;;;2015;"Located on a man-made five hectare island, the focal point of a new urban oasis developed for the iconic Bahrain Bay, the design for the Four Seasons Hotel Bahrain Bay uses the elegant ambiance of a 1930’s luxury passenger ship as a starting point for its inspiration. Guests are welcomed as though beginning a voyage, guided across water to the intimate settings and sanctuaries both inside the hotel and within its gardens. Soft architectural elements matched with soothing colors and rich materials create an atmosphere of sophisticated elegance, meticulous craftsmanship, and grandeur. Four Seasons Hotel Bahrain Bay features 216 guest rooms and 57 suites.";;;;;https://www.fourseasons.com/bahrain/?seo=google_local_bah1_emea;"Four Seasons Bahrain Bay";"http://map.lefrenchdesign.org/sites/default/files/photos/Four%20Seasons%20Bahrain%20Bay%20%281%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Four%20Seasons%20Bahrain%20Bay%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Four%20Seasons%20Bahrain%20Bay%20%283%29.jpg"
"Maison Pouenat, Villa Suisse";;"Villa Suisse";Suisse;"46.818188, 8.227512";;"Private residence";;;2013;"Bespoke hand-hammered and patinated banister in steel. Design Eric Schmitt. Interior Design Charles Zana. ";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/Apt%20Flandrin%20Paris%20Charles%20Zana%202014%20%283%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Villa%20Suisse%202013%20Agence%20Charles%20Zana%20%2861%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Villa%20Suisse%202013%20Agence%20Charles%20Zana%20%2865%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Villa%20Suisse%202013%20Agence%20Charles%20Zana%20%2867%29.jpg"
"Maison Pouenat Hotel Hermitage, Monte-Carlo";;"Hotel Hermitage, Monte-Carlo";"Sq. Beaumarchais, 98000 Monaco";"43.7386579, 7.4261429";;Hotel;;;2018;"Bespoke sconces and chandelier. Design Pierre-Yves Rochon.";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/Lustre%20H%C3%B4tel%20Hermitage%20%282%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Lustre%20H%C3%B4tel%20Hermitage%20%283%29.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Lustre%20H%C3%B4tel%20Hermitage%20%289%29.jpg"
"Maison Pouenat Joaillerie Holemans, Bruxelles";;"Joaillerie Holemans, Bruxelles";"Pl. du Grand Sablon 4, 1000 Bruxelles, Belgique";"50.8416398, 4.3545765";;Retail;;;2018;"Brushed and patinated aluminium wall panel with bench and shelves. Design Olivier Dwerk ";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/Holemans%201.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Holemans%202.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Holemans%203.jpg"
"Maison Pouenat Residential Villa, Zagreb";;"Residential Villa, Zagreb";Zagreb;"45.8150108, 15.981919";;"Private residence";;;2015;"Classical wrought iron banister with gilding. ";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/D7-POUENAT-RAMPE%20ZAGREB-12_HD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/D7-POUENAT-RAMPE%20ZAGREB-4_HD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/D7-POUENAT-RAMPE%20ZAGREB-1_HD.jpg"
"Maison Pouenat Royal Hotel, Oran";;"Royal Hotel, Oran";"1, boulevard de la Soummam, 31000, Oran, Algérie";"35.7032656, -0.6477597";;Hotel;;;2014;"Wrought iron canopy and doors with decorative elements. Design Michel Jouannet ";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/1f221ba053a044b936a5542658805287.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/A3-ROYAL%20HOTEL%20ORAN-DSCF0157.jpg"
"Maison Pouenat Cartier Shanghai Plazza 66";;"Cartier Shanghai Plazza 66";"Shanghai Shanghai Jing'an District No.1266 West Nan Jing Road No.133 Plaza 66 200041 China";"31.227862, 121.454005";;Retail;;;2021;"Patinated and brushed brass screen ;
decorated with snowy mountains. Columns covering in ""Céladon"" hot patinated brass.
Design Laura Gonzalez";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/CentralArea_10.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/CentralArea_13.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/CentralArea_18.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/CentralArea_19.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/Paravent%20cartier%20vue%20d%27ensemble.jpg"
"Maison Pouenat ARCH522F, N°72, Chowtze Street, Nei Hu District, Taipei, TAIWAN";;ARCH52;"2F, N°72, Chowtze Street, Nei Hu District, Taipei, TAIWAN";"25.0689422, 121.5909027";;;;"Maison Pouenat";;"T 00886 2 2797 2168";;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051718.jpg
"Maison Pouenat Gotham Notting Hill 17 Chepstow Corner 1 Pembridge Villas, London W2 4XE";;"Gotham Notting Hill";"17 Chepstow Corner 1 Pembridge Villas, London W2 4XE";"51.5145083, -0.1952432";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051718_0.jpg
"Maison Pouenat Boundary Los Angeles400 N Robertson blvd, West Hollywood, CA 90048";;"Boundary Los Angeles";"400 N Robertson blvd, West Hollywood, CA 90048";"34.0788147, -118.3841453";;;;"Maison Pouenat";;"T (310) 776-9212";;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051717.jpg
"Maison Pouenat Boundary San Francisco330 8th Street, San Francisco, CA 94103";;"Boundary San Francisco";"330 8th Street, San Francisco, CA 94103";"37.7745116, -122.4098959";;;;"Maison Pouenat";;"T (628) 800-5777";;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051717_0.jpg
"Maison Pouenat Shouth Hill Home200 Dupont Toronto, Ontario, M5R2E6 Toronto";;"Shouth Hill Home";"200 Dupont Toronto, Ontario, M5R2E6 Toronto";"43.675654, -79.4044691";;;;"Maison Pouenat";;"T(416) 924.7224";;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051717_1.jpg
"Maison Pouenat Holly Hunt Chicago 222 Merchandise Mart Plaza Suite 1428 Chicago, IL 60654";;"Holly Hunt Chicago";"222 Merchandise Mart Plaza Suite 1428 Chicago, IL 60654";"41.8882441, -87.6353879";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051716.jpg
"Maison Pouenat Holly Hunt Los Angeles945 North Highland Avenue Ground Floor Los Angeles, CA 90038";;"Holly Hunt Los Angeles";"945 North Highland Avenue Ground Floor Los Angeles, CA 90038";"34.0883441, -118.3387736";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051716_0.jpg
"Maison Pouenat Kneedle Faucher San FranciscoSan Francisco Design Center, 101 Henry Adams Street Suite 170, San Francisco, Ca 94103";;"Kneedle Faucher San Francisco";"San Francisco Design Center, 101 Henry Adams Street Suite 170, San Francisco, Ca 94103";"37.7681532, -122.4034628";;;;"Maison Pouenat";;"T(415) 487-6180";;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051716_1.jpg
"Maison Pouenat Garde Los Angeles7410 Beverly Blvd, Los Angeles, CA. 90036";;"Garde Los Angeles";"7410 Beverly Blvd, Los Angeles, CA. 90036";"34.0760035, -118.3516162";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051716_2.jpg
"Maison Pouenat Garde Dallas1305 Wycliff Avenue, #160, Dallas, TX 75207";;"Garde Dallas";"1305 Wycliff Avenue, #160, Dallas, TX 75207";"32.7982265, -96.8340164";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051716_3.jpg
"Maison Pouenat Holly Hunt BostonOne Design Center Place Suite 236 Boston, MA 02210";;"Holly Hunt Boston";"One Design Center Place Suite 236 Boston, MA 02210";"42.3441875, -71.0343308";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051715.jpg
"Maison Pouenat Holly Hunt MiamiMiami Design District 3833 NE Second Avenue Miami, FL 33137";;"Holly Hunt Miami";"Miami Design District 3833 NE Second Avenue Miami, FL 33137";"25.8124143, -80.1910373";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051715_0.jpg
